timestamp,hour,hour_of_day,day_of_year,month,is_weekday,solar_pv_availability_fraction,solar_pv_output_kw,diesel_available,diesel_dispatched_kw,diesel_on,diesel_fuel_consumed_litres,diesel_fuel_price_NGN_per_litre,diesel_cost_NGN,battery_soc_kwh,battery_charge_kw,battery_discharge_kw,total_generation_kw,total_available_kw
2024-01-01 00:00:00,0,0,0,1,1,0.0,0.0,1,0.0,0,0.0,1138.79,0.0,514.64,0.0,76.83,0.0,76.83
2024-01-01 01:00:00,1,1,0,1,1,0.0,0.0,1,0.0,0,0.0,1070.53,0.0,426.83,0.0,79.02,0.0,79.02
2024-01-01 02:00:00,2,2,0,1,1,0.0,0.0,1,0.0,0,0.0,1100.2,0.0,336.68,0.0,81.14,0.0,81.14
2024-01-01 03:00:00,3,3,0,1,1,0.0,0.0,1,0.0,0,0.0,1051.89,0.0,243.39,0.0,83.96,0.0,83.96
2024-01-01 04:00:00,4,4,0,1,1,0.0,0.0,1,0.0,0,0.0,1072.36,0.0,158.31,0.0,76.57,0.0,76.57
2024-01-01 05:00:00,5,5,0,1,1,0.0,0.0,1,150.0,1,40.0,1053.88,42155.2,120.0,0.0,34.48,150.0,184.48
2024-01-01 06:00:00,6,6,0,1,1,0.0,0.0,1,150.0,1,40.0,1107.65,44306.0,120.0,0.0,0.0,150.0,150.0
2024-01-01 07:00:00,7,7,0,1,1,0.1147,57.35,1,0.0,0,0.0,1073.1,0.0,120.0,5.74,4.65,57.35,62.0
2024-01-01 08:00:00,8,8,0,1,1,0.3075,153.76,1,0.0,0,0.0,1124.6,0.0,120.0,15.38,12.45,153.76,166.21
2024-01-01 09:00:00,9,9,0,1,1,0.4608,230.38,1,0.0,0,0.0,1120.76,0.0,120.0,23.04,18.66,230.38,249.04
2024-01-01 10:00:00,10,10,0,1,1,0.4267,213.33,1,0.0,0,0.0,1109.26,0.0,120.0,21.33,17.28,213.33,230.61
2024-01-01 11:00:00,11,11,0,1,1,0.5058,252.88,1,0.0,0,0.0,1031.29,0.0,120.0,25.29,20.48,252.88,273.37
2024-01-01 12:00:00,12,12,0,1,1,0.6582,329.09,1,0.0,0,0.0,1097.49,0.0,149.62,32.91,0.0,329.09,329.09
2024-01-01 13:00:00,13,13,0,1,1,0.5314,265.69,1,0.0,0,0.0,1113.9,0.0,161.27,26.57,11.03,265.69,276.72
2024-01-01 14:00:00,14,14,0,1,1,0.5667,283.33,1,0.0,0,0.0,1119.31,0.0,183.63,28.33,2.83,283.33,286.15
2024-01-01 15:00:00,15,15,0,1,1,0.3395,169.76,1,0.0,0,0.0,1064.31,0.0,120.0,16.98,71.02,169.76,240.78
2024-01-01 16:00:00,16,16,0,1,1,0.2136,106.79,1,0.0,0,0.0,1099.53,0.0,120.0,10.68,8.65,106.79,115.44
2024-01-01 17:00:00,17,17,0,1,1,0.15,74.99,1,0.0,0,0.0,1082.77,0.0,120.0,7.5,6.07,74.99,81.07
2024-01-01 18:00:00,18,18,0,1,1,0.0,0.0,1,150.0,1,40.0,1088.45,43538.0,120.0,0.0,0.0,150.0,150.0
2024-01-01 19:00:00,19,19,0,1,1,0.0,0.0,1,150.0,1,40.0,1151.02,46040.8,120.0,0.0,0.0,150.0,150.0
2024-01-01 20:00:00,20,20,0,1,1,0.0,0.0,1,150.0,1,40.0,1088.49,43539.6,120.0,0.0,0.0,150.0,150.0
2024-01-01 21:00:00,21,21,0,1,1,0.0,0.0,1,150.0,1,40.0,1114.43,44577.2,120.0,0.0,0.0,150.0,150.0
2024-01-01 22:00:00,22,22,0,1,1,0.0,0.0,1,150.0,1,40.0,1145.12,45804.8,120.0,0.0,0.0,150.0,150.0
2024-01-01 23:00:00,23,23,0,1,1,0.0,0.0,1,150.0,1,40.0,1095.99,43839.6,120.0,0.0,0.0,150.0,150.0
2024-01-02 00:00:00,24,0,1,1,1,0.0,0.0,1,150.0,1,40.0,1111.01,44440.4,120.0,0.0,0.0,150.0,150.0
2024-01-02 01:00:00,25,1,1,1,1,0.0,0.0,1,150.0,1,40.0,1118.44,44737.6,120.0,0.0,0.0,150.0,150.0
2024-01-02 02:00:00,26,2,1,1,1,0.0,0.0,1,150.0,1,40.0,1116.88,44675.2,120.0,0.0,0.0,150.0,150.0
2024-01-02 03:00:00,27,3,1,1,1,0.0,0.0,1,150.0,1,40.0,1073.78,42951.2,120.0,0.0,0.0,150.0,150.0
2024-01-02 04:00:00,28,4,1,1,1,0.0,0.0,1,150.0,1,40.0,1117.29,44691.6,120.0,0.0,0.0,150.0,150.0
2024-01-02 05:00:00,29,5,1,1,1,0.0,0.0,1,150.0,1,40.0,1160.19,46407.6,120.0,0.0,0.0,150.0,150.0
2024-01-02 06:00:00,30,6,1,1,1,0.0,0.0,1,150.0,1,40.0,1063.01,42520.4,120.0,0.0,0.0,150.0,150.0
2024-01-02 07:00:00,31,7,1,1,1,0.1651,82.55,1,0.0,0,0.0,1143.49,0.0,120.0,8.26,6.69,82.55,89.24
2024-01-02 08:00:00,32,8,1,1,1,0.2253,112.64,1,0.0,0,0.0,1118.74,0.0,120.0,11.26,9.12,112.64,121.76
2024-01-02 09:00:00,33,9,1,1,1,0.2816,140.82,1,0.0,0,0.0,1093.29,0.0,120.0,14.08,11.41,140.82,152.23
2024-01-02 10:00:00,34,10,1,1,1,0.5095,254.77,1,0.0,0,0.0,1181.65,0.0,120.0,25.48,20.64,254.77,275.41
2024-01-02 11:00:00,35,11,1,1,1,0.4892,244.61,1,0.0,0,0.0,1140.24,0.0,120.0,24.46,19.81,244.61,264.42
2024-01-02 12:00:00,36,12,1,1,1,0.3813,190.66,1,0.0,0,0.0,1074.64,0.0,120.0,19.07,15.44,190.66,206.11
2024-01-02 13:00:00,37,13,1,1,1,0.64,319.98,1,0.0,0,0.0,1117.24,0.0,148.8,32.0,0.0,319.98,319.98
2024-01-02 14:00:00,38,14,1,1,1,0.4588,229.41,1,0.0,0,0.0,1134.03,0.0,123.11,22.94,41.7,229.41,271.11
2024-01-02 15:00:00,39,15,1,1,1,0.4348,217.42,1,0.0,0,0.0,1108.43,0.0,120.0,21.74,20.41,217.42,237.84
2024-01-02 16:00:00,40,16,1,1,1,0.2815,140.73,1,0.0,0,0.0,1137.58,0.0,120.0,14.07,11.4,140.73,152.13
2024-01-02 17:00:00,41,17,1,1,1,0.1544,77.22,1,0.0,0,0.0,1112.52,0.0,120.0,7.72,6.25,77.22,83.48
2024-01-02 18:00:00,42,18,1,1,1,0.0,0.0,1,150.0,1,40.0,1137.06,45482.4,120.0,0.0,0.0,150.0,150.0
2024-01-02 19:00:00,43,19,1,1,1,0.0,0.0,1,150.0,1,40.0,1162.85,46514.0,120.0,0.0,0.0,150.0,150.0
2024-01-02 20:00:00,44,20,1,1,1,0.0,0.0,1,150.0,1,40.0,1092.15,43686.0,120.0,0.0,0.0,150.0,150.0
2024-01-02 21:00:00,45,21,1,1,1,0.0,0.0,1,150.0,1,40.0,1121.54,44861.6,120.0,0.0,0.0,150.0,150.0
2024-01-02 22:00:00,46,22,1,1,1,0.0,0.0,0,0.0,0,0.0,1099.25,0.0,120.0,0.0,0.0,0.0,0.0
2024-01-02 23:00:00,47,23,1,1,1,0.0,0.0,0,0.0,0,0.0,1119.0,0.0,120.0,0.0,0.0,0.0,0.0
2024-01-03 00:00:00,48,0,2,1,1,0.0,0.0,1,150.0,1,40.0,1074.32,42972.8,120.0,0.0,0.0,150.0,150.0
2024-01-03 01:00:00,49,1,2,1,1,0.0,0.0,1,150.0,1,40.0,1094.64,43785.6,120.0,0.0,0.0,150.0,150.0
2024-01-03 02:00:00,50,2,2,1,1,0.0,0.0,1,150.0,1,40.0,1107.44,44297.6,120.0,0.0,0.0,150.0,150.0
2024-01-03 03:00:00,51,3,2,1,1,0.0,0.0,1,150.0,1,40.0,1144.04,45761.6,120.0,0.0,0.0,150.0,150.0
2024-01-03 04:00:00,52,4,2,1,1,0.0,0.0,1,150.0,1,40.0,1152.27,46090.8,120.0,0.0,0.0,150.0,150.0
2024-01-03 05:00:00,53,5,2,1,1,0.0,0.0,1,150.0,1,40.0,1069.77,42790.8,120.0,0.0,0.0,150.0,150.0
2024-01-03 06:00:00,54,6,2,1,1,0.0,0.0,1,150.0,1,40.0,1087.44,43497.6,120.0,0.0,0.0,150.0,150.0
2024-01-03 07:00:00,55,7,2,1,1,0.1334,66.68,1,0.0,0,0.0,1135.62,0.0,120.0,6.67,5.4,66.68,72.08
2024-01-03 08:00:00,56,8,2,1,1,0.1456,72.81,1,0.0,0,0.0,1047.41,0.0,120.0,7.28,5.9,72.81,78.71
2024-01-03 09:00:00,57,9,2,1,1,0.4544,227.21,1,0.0,0,0.0,1098.52,0.0,120.0,22.72,18.4,227.21,245.61
2024-01-03 10:00:00,58,10,2,1,1,0.5374,268.68,1,0.0,0,0.0,1110.75,0.0,120.0,26.87,21.76,268.68,290.45
2024-01-03 11:00:00,59,11,2,1,1,0.5262,263.11,1,0.0,0,0.0,1156.01,0.0,120.0,26.31,21.31,263.11,284.42
2024-01-03 12:00:00,60,12,2,1,1,0.6567,328.35,1,0.0,0,0.0,1137.04,0.0,149.55,32.83,0.0,328.35,328.35
2024-01-03 13:00:00,61,13,2,1,1,0.1675,83.76,1,0.0,0,0.0,1103.06,0.0,120.0,8.38,33.38,83.76,117.14
2024-01-03 14:00:00,62,14,2,1,1,0.1489,74.43,1,0.0,0,0.0,1101.68,0.0,120.0,7.44,6.03,74.43,80.46
2024-01-03 15:00:00,63,15,2,1,1,0.2328,116.42,1,0.0,0,0.0,1105.64,0.0,120.0,11.64,9.43,116.42,125.85
2024-01-03 16:00:00,64,16,2,1,1,0.2423,121.16,1,0.0,0,0.0,1164.92,0.0,120.0,12.12,9.81,121.16,130.98
2024-01-03 17:00:00,65,17,2,1,1,0.1459,72.96,1,0.0,0,0.0,1099.69,0.0,120.0,7.3,5.91,72.96,78.87
2024-01-03 18:00:00,66,18,2,1,1,0.0,0.0,1,150.0,1,40.0,1103.85,44154.0,120.0,0.0,0.0,150.0,150.0
2024-01-03 19:00:00,67,19,2,1,1,0.0,0.0,1,150.0,1,40.0,1125.78,45031.2,120.0,0.0,0.0,150.0,150.0
